<UNK> 1.0	SPN
signification 1.0	s  i  ɲ  i  f  i  k  ɑ  s  j  ɔ̃  
signification 1.0	s  i  ɲ  i  f  i  k  ɑ  s  j  ɔ̃  n  
sijè 1.0	ss ii jj ai 
sijè 1.0	s  i  ʒ  ɛ  
sik 1.0	ss ii kk 
sik 1.0	s  i  k  
sikdoj 1.0	ss ii kk dd oo jj 
sikdoj 1.0	s  i  k  d  ɔ  ʒ  
siklon 1.0	ss ii kk ll on 
siklon 1.0	ss ii kk ll on nn 
siklon 1.0	s  i  k  l  ɔ̃  
siklon 1.0	s  i  k  l  ɔ̃  n  
siklon-la 1.0	ss ii kk ll on ll aa 
siklon-la 1.0	s  i  k  l  ɔ̃  l  ɑ  
sikré 1.0	ss ii kk rr ei 
sikré 1.0	s  i  k  ʁ  e  
sila 1.0	ss ii ll aa 
sila 1.0	s  i  l  ɑ  
silon 1.0	ss ii ll on 
silon 1.0	ss ii ll on nn 
silon 1.0	s  i  l  ɔ̃  
silon 1.0	s  i  l  ɔ̃  n  
simé 1.0	ss ii mm ei 
simé 1.0	s  i  m  e  
similak 1.0	ss ii mm ii ll aa kk 
similak 1.0	s  i  m  i  l  ɑ  k  
simplement 1.0	ss in pp ll ee mm an 
simplement 1.0	ss in pp ll ee mm an tt 
simplement 1.0	ss in pp ll mm an 
simplement 1.0	ss in pp ll mm an tt 
simplement 1.0	s  ɛ̃  p  l  ə  m  ɑ̃  
simplement 1.0	s  ɛ̃  p  l  ə  m  ɑ̃  t  
simplement 1.0	s  ɛ̃  p  l  m  ɑ̃  
simplement 1.0	s  ɛ̃  p  l  m  ɑ̃  t  
simulacres 1.0	ss ii mm uu ll aa kk rr 
simulacres 1.0	ss ii mm uu ll aa kk rr zz 
simulacres 1.0	s  i  m  y  l  ɑ  k  ʁ  
simulacres 1.0	s  i  m  y  l  ɑ  k  ʁ  z  
sin 1.0	ss in 
sin 1.0	ss in nn 
sin 1.0	s  ɛ̃  
sin 1.0	s  ɛ̃  n  
sino 1.0	ss ii nn au 
sino 1.0	s  i  n  o  
sipé 1.0	ss ii pp ei 
sipé 1.0	s  i  p  e  
sipoté 1.0	ss ii pp oo tt ei 
sipoté 1.0	s  i  p  ɔ  t  e  
siprimé-y 1.0	ss ii pp rr ii mm ei ii 
siprimé-y 1.0	s  i  p  ʁ  i  m  e  i  
siren 1.0	ss ii rr ai nn 
siren 1.0	s  i  ʁ  ɛ  n  
siriyen-la 1.0	ss ii rr ii yy in ll aa 
siriyen-la 1.0	s  i  ʁ  i  j  ɛ̃  l  ɑ  
sis 1.0	ss ii 
sis 1.0	ss ii zz 
sis 1.0	s  i  
sis 1.0	s  i  z  
sisé 1.0	ss ii zz ei 
sisé 1.0	s  i  z  e  
sisi 1.0	ss ii zz ii 
sisi 1.0	s  i  z  i  
sispann 1.0	ss ii ss pp an nn 
sispann 1.0	s  i  s  p  ɑ̃  n  
sistèm 1.0	ss ii ss tt ai mm 
sistèm 1.0	s  i  s  t  ɛ  m  
sistématikman 1.0	ss ii ss tt ei mm aa tt ii kk mm an 
sistématikman 1.0	ss ii ss tt ei mm aa tt ii kk mm an nn 
sistématikman 1.0	s  i  s  t  e  m  ɑ  t  i  k  m  ɑ̃  
sistématikman 1.0	s  i  s  t  e  m  ɑ  t  i  k  m  ɑ̃  n  
sitèlman 1.0	ss ii tt ai ll mm an 
sitèlman 1.0	ss ii tt ai ll mm an nn 
sitèlman 1.0	s  i  t  ɛ  l  m  ɑ̃  
sitèlman 1.0	s  i  t  ɛ  l  m  ɑ̃  n  
sitiyasyon 1.0	ss ii tt ii yy aa zz yy on 
sitiyasyon 1.0	ss ii tt ii yy aa zz yy on nn 
sitiyasyon 1.0	s  i  t  i  j  ɑ  z  j  ɔ̃  
sitiyasyon 1.0	s  i  t  i  j  ɑ  z  j  ɔ̃  n  
sitou 1.0	ss ii tt ou 
sitou 1.0	s  i  t  u  
situation 1.0	ss ii tt uu aa ss yy on 
situation 1.0	ss ii tt uu aa ss yy on nn 
situation 1.0	s  i  t  y  ɑ  s  j  ɔ̃  
situation 1.0	s  i  t  y  ɑ  s  j  ɔ̃  n  
sitwayen 1.0	ss ii tt ww ai yy in 
sitwayen 1.0	ss ii tt ww ai yy in nn 
sitwayen 1.0	s  i  t  w  ɛ  j  ɛ̃  
sitwayen 1.0	s  i  t  w  ɛ  j  ɛ̃  n  
sityasyon 1.0	ss ii tt yy aa zz yy on 
sityasyon 1.0	ss ii tt yy aa zz yy on nn 
sityasyon 1.0	s  i  t  j  ɑ  z  j  ɔ̃  
sityasyon 1.0	s  i  t  j  ɑ  z  j  ɔ̃  n  
siv 1.0	ss ii vv 
siv 1.0	s  i  v  
sivil 1.0	ss ii vv ii ll 
sivil 1.0	s  i  v  i  l  
sivilizasyon 1.0	ss ii vv ii ll ii zz aa zz yy on 
sivilizasyon 1.0	ss ii vv ii ll ii zz aa zz yy on nn 
sivilizasyon 1.0	s  i  v  i  l  i  z  ɑ  z  j  ɔ̃  
sivilizasyon 1.0	s  i  v  i  l  i  z  ɑ  z  j  ɔ̃  n  
siwvwè 1.0	ss ii ww vv ww ai 
siwvwè 1.0	s  i  w  v  w  ɛ  
sizè 1.0	ss ii zz ai 
sizè 1.0	s  i  z  ɛ  
sizer 1.0	ss ii zz ai rr 
sizer 1.0	s  i  z  ɛ  ʁ  
skérosé 1.0	ss kk ei rr oo zz ei 
skérosé 1.0	s  k  e  ʁ  ɔ  z  e  
ski 1.0	ss kk ii 
ski 1.0	s  k  i  
sklérozé 1.0	ss kk ll ei rr oo zz ei 
sklérozé 1.0	s  k  l  e  ʁ  ɔ  z  e  
société 1.0	ss oo ss yy ei tt ei 
société 1.0	s  ɔ  s  j  e  t  e  
sodom 1.0	ss oo dd on 
sodom 1.0	s  ɔ  d  ɔ̃  
sof 1.0	ss oo ff 
sof 1.0	s  ɔ  f  
soirées 1.0	ss ww aa rr ei 
soirées 1.0	ss ww aa rr ei zz 
soirées 1.0	s  w  ɑ  ʁ  e  
soirées 1.0	s  w  ɑ  ʁ  e  z  
sojé 1.0	ss oo jj ei 
sojé 1.0	s  ɔ  ʒ  e  
sol 1.0	ss oo ll 
sol 1.0	s  ɔ  l  
solèy 1.0	ss oo ll ai ii 
solèy 1.0	s  ɔ  l  ɛ  i  
solèy-la 1.0	ss oo ll ai ii ll aa 
solèy-la 1.0	s  ɔ  l  ɛ  i  l  ɑ  
solid 1.0	ss oo ll ii 
solid 1.0	ss oo ll ii tt 
solid 1.0	s  ɔ  l  i  
solid 1.0	s  ɔ  l  i  t  
solida 1.0	ss oo ll ii dd aa 
solida 1.0	s  ɔ  l  i  d  ɑ  
solidarité 1.0	ss oo ll ii dd aa rr ii tt ei 
solidarité 1.0	s  ɔ  l  i  d  ɑ  ʁ  i  t  e  
solisyon 1.0	ss oo ll ii zz yy on 
solisyon 1.0	ss oo ll ii zz yy on nn 
solisyon 1.0	s  ɔ  l  i  z  j  ɔ̃  
solisyon 1.0	s  ɔ  l  i  z  j  ɔ̃  n  
solisyonné 1.0	ss oo ll ii zz yy oo nn ei 
solisyonné 1.0	s  ɔ  l  i  z  j  ɔ  n  e  
solution 1.0	ss oo ll uu ss yy on 
solution 1.0	ss oo ll uu ss yy on nn 
solution 1.0	s  ɔ  l  y  s  j  ɔ̃  
solution 1.0	s  ɔ  l  y  s  j  ɔ̃  n  
son 1.0	ss on 
son 1.0	ss on nn 
son 1.0	s  ɔ̃  
son 1.0	s  ɔ̃  n  
sonjé 1.0	ss on jj ei 
sonjé 1.0	s  ɔ̃  ʒ  e  
sonmèy 1.0	ss on mm ai ii 
sonmèy 1.0	s  ɔ̃  m  ɛ  i  
sonné 1.0	ss oo nn ei 
sonné 1.0	s  ɔ  n  e  
sorte 1.0	ss oo rr tt 
sorte 1.0	ss oo rr tt ee 
sorte 1.0	s  ɔ  ʁ  t  
sorte 1.0	s  ɔ  ʁ  t  ə  
sos 1.0	ss au 
sos 1.0	ss au zz 
sos 1.0	s  o  
sos 1.0	s  o  z  
sosolida 1.0	ss oo zz oo ll ii dd aa 
sosolida 1.0	s  ɔ  z  ɔ  l  i  d  ɑ  
sosyal 1.0	ss oo zz yy aa ll 
sosyal 1.0	s  ɔ  z  j  ɑ  l  
sosyété 1.0	ss oo zz yy ei tt ei 
sosyété 1.0	s  ɔ  z  j  e  t  e  
sosyété-la 1.0	ss oo zz yy ei tt ei ll aa 
sosyété-la 1.0	s  ɔ  z  j  e  t  e  l  ɑ  
sot 1.0	ss au 
sot 1.0	ss au tt 
sot 1.0	s  o  
sot 1.0	s  o  t  
soti 1.0	ss oo tt ii 
soti 1.0	s  ɔ  t  i  
sou 1.0	ss ou 
sou 1.0	s  u  
soubarou 1.0	ss ou bb aa rr ou 
soubarou 1.0	s  u  b  ɑ  ʁ  u  
soubarou-la 1.0	ss ou bb aa rr ou ll aa 
soubarou-la 1.0	s  u  b  ɑ  ʁ  u  l  ɑ  
souch 1.0	ss ou ch 
souch 1.0	s  u  ʃ  
souè 1.0	ss ou ai 
souè 1.0	s  u  ɛ  
souf 1.0	ss ou ff 
souf 1.0	s  u  f  
soufwans 1.0	ss ou ff ww an 
soufwans 1.0	ss ou ff ww an zz 
soufwans 1.0	s  u  f  w  ɑ̃  
soufwans 1.0	s  u  f  w  ɑ̃  z  
soukwé 1.0	ss ou kk ww ei 
soukwé 1.0	s  u  k  w  e  
soulajman 1.0	ss ou ll aa jj mm an 
soulajman 1.0	ss ou ll aa jj mm an nn 
soulajman 1.0	s  u  l  ɑ  ʒ  m  ɑ̃  
soulajman 1.0	s  u  l  ɑ  ʒ  m  ɑ̃  n  
soulyé 1.0	ss ou ll yy ei 
soulyé 1.0	s  u  l  j  e  
sounon 1.0	ss ou nn on 
sounon 1.0	ss ou nn on nn 
sounon 1.0	s  u  n  ɔ̃  
sounon 1.0	s  u  n  ɔ̃  n  
soup 1.0	ss ou 
soup 1.0	ss ou pp 
soup 1.0	s  u  
soup 1.0	s  u  p  
soupen 1.0	ss ou pp ai nn 
soupen 1.0	s  u  p  ɛ  n  
sous 1.0	ss ou 
sous 1.0	ss ou zz 
sous 1.0	s  u  
sous 1.0	s  u  z  
soutou 1.0	ss ou tt ou 
soutou 1.0	s  u  t  u  
soutyenn 1.0	ss ou tt yy an nn 
soutyenn 1.0	s  u  t  j  ɑ̃  n  
souvan 1.0	ss ou vv an 
souvan 1.0	ss ou vv an nn 
souvan 1.0	s  u  v  ɑ̃  
souvan 1.0	s  u  v  ɑ̃  n  
souvantfwa 1.0	ss ou vv an tt ff ww aa 
souvantfwa 1.0	s  u  v  ɑ̃  t  f  w  ɑ  
souveni 1.0	ss ou vv ee nn ii 
souveni 1.0	ss ou vv nn ii 
souveni 1.0	s  u  v  ə  n  i  
souveni 1.0	s  u  v  n  i  
souvéni 1.0	ss ou vv ei nn ii 
souvéni 1.0	s  u  v  e  n  i  
spécifique 1.0	ss pp ei ss ii ff ii kk 
spécifique 1.0	s  p  e  s  i  f  i  k  
spèktak 1.0	ss pp ai kk tt aa kk 
spèktak 1.0	s  p  ɛ  k  t  ɑ  k  
sponsorizé 1.0	ss pp oo nn ss oo rr ii zz ei 
sponsorizé 1.0	s  p  ɔ  n  s  ɔ  ʁ  i  z  e  
sport 1.0	ss pp oo rr 
sport 1.0	ss pp oo rr tt 
sport 1.0	s  p  ɔ  ʁ  
sport 1.0	s  p  ɔ  ʁ  t  
sportif 1.0	ss pp oo rr tt ii ff 
sportif 1.0	s  p  ɔ  ʁ  t  i  f  
sportifs 1.0	ss pp oo rr tt ii ff 
sportifs 1.0	ss pp oo rr tt ii ff zz 
sportifs 1.0	s  p  ɔ  ʁ  t  i  f  
sportifs 1.0	s  p  ɔ  ʁ  t  i  f  z  
ss 1.0	ss 
ss 1.0	s  
station 1.0	ss tt aa ss yy on 
station 1.0	ss tt aa ss yy on nn 
station 1.0	s  t  ɑ  s  j  ɔ̃  
station 1.0	s  t  ɑ  s  j  ɔ̃  n  
stratéjik 1.0	ss tt rr aa tt ei jj ii kk 
stratéjik 1.0	s  t  ʁ  ɑ  t  e  ʒ  i  k  
string 1.0	ss tt rr ii nn gg 
string 1.0	ss tt rr ii nn gg kk 
string 1.0	s  t  ʁ  i  ŋ  
string 1.0	s  t  ʁ  i  ŋ  k  
subsisté 1.0	ss uu bb zz ii ss tt ei 
subsisté 1.0	s  y  b  z  i  s  t  e  
sucre 1.0	ss uu kk rr 
sucre 1.0	s  y  k  ʁ  
suit 1.0	ss uy ii 
suit 1.0	ss uy ii tt 
suit 1.0	s  ɥ  i  
suit 1.0	s  ɥ  i  t  
suiv 1.0	ss uy ii vv 
suiv 1.0	s  ɥ  i  v  
sujet 1.0	ss uu jj ai 
sujet 1.0	ss uu jj ai tt 
sujet 1.0	s  y  ʒ  ɛ  
sujet 1.0	s  y  ʒ  ɛ  t  
surtout 1.0	ss uu rr tt ou 
surtout 1.0	ss uu rr tt ou tt 
surtout 1.0	s  y  ʁ  t  u  
surtout 1.0	s  y  ʁ  t  u  t  
swa 1.0	ss ww aa 
swa 1.0	s  w  ɑ  
swaré 1.0	ss ww aa rr ei 
swaré 1.0	s  w  ɑ  ʁ  e  
swasant 1.0	ss ww aa zz an 
swasant 1.0	ss ww aa zz an tt 
swasant 1.0	s  w  ɑ  z  ɑ̃  
swasant 1.0	s  w  ɑ  z  ɑ̃  t  
swé 1.0	ss ww ei 
swé 1.0	s  w  e  
swèf 1.0	ss ww ai ff 
swèf 1.0	s  w  ɛ  f  
syal 1.0	ss yy aa ll 
syal 1.0	s  j  ɑ  l  
syans 1.0	ss yy an 
syans 1.0	ss yy an zz 
syans 1.0	s  j  ɑ̃  
syans 1.0	s  j  ɑ̃  z  
syantifik 1.0	ss yy an tt ii ff ii kk 
syantifik 1.0	s  j  ɑ̃  t  i  f  i  k  
-syèk 1.0	ss yy ai kk 
-syèk 1.0	s  j  ɛ  k  
syèk 1.0	ss yy ai kk 
syèk 1.0	s  j  ɛ  k  
syèl 1.0	ss yy ai ll 
syèl 1.0	s  j  ɛ  l  
syèl-la 1.0	ss yy ai ll ll aa 
syèl-la 1.0	s  j  ɛ  l  l  ɑ  
ta 1.0	tt aa 
ta 1.0	t  ɑ  
tabak 1.0	tt aa bb aa kk 
tabak 1.0	t  ɑ  b  ɑ  k  
t'ai 1.0	tt ai 
t'ai 1.0	t  ɛ  
taïna 1.0	tt aa ii nn aa 
taïna 1.0	t  ɑ  i  n  ɑ  
taktak 1.0	tt aa kk tt aa kk 
taktak 1.0	t  ɑ  k  t  ɑ  k  
tala 1.0	tt aa ll aa 
tala 1.0	t  ɑ  l  ɑ  
talè 1.0	tt aa ll ai 
talè 1.0	t  ɑ  l  ɛ  
tamprissouplé 1.0	tt an pp rr ii ss ou pp ll ei 
tamprissouplé 1.0	t  ɑ̃  p  ʁ  i  s  u  p  l  e  
tan 1.0	tt an 
tan 1.0	tt an nn 
tan 1.0	t  ɑ̃  
tan 1.0	t  ɑ̃  n  
tanbou 1.0	tt an bb ou 
tanbou 1.0	t  ɑ̃  b  u  
tanboudibrèz 1.0	tt an bb ou dd ii bb rr ai 
tanboudibrèz 1.0	tt an bb ou dd ii bb rr ai zz 
tanboudibrèz 1.0	t  ɑ̃  b  u  d  i  b  ʁ  ɛ  
tanboudibrèz 1.0	t  ɑ̃  b  u  d  i  b  ʁ  ɛ  z  
tandis 1.0	tt an dd ii 
tandis 1.0	tt an dd ii zz 
tandis 1.0	t  ɑ̃  d  i  
tandis 1.0	t  ɑ̃  d  i  z  
tan-lasa 1.0	tt an ll aa zz aa 
tan-lasa 1.0	t  ɑ̃  l  ɑ  z  ɑ  
tann 1.0	tt an nn 
tann 1.0	t  ɑ̃  n  
tanngo 1.0	tt an nn gg au 
tanngo 1.0	t  ɑ̃  ŋ  o  
tann-yo 1.0	tt an nn yy au 
tann-yo 1.0	t  ɑ̃  ɲ  o  
tante 1.0	tt an tt 
tante 1.0	t  ɑ̃  t  
tanté 1.0	tt an tt ei 
tanté 1.0	t  ɑ̃  t  e  
ta-ou 1.0	tt aa ou 
ta-ou 1.0	t  ɑ  u  
tap 1.0	tt aa pp 
tap 1.0	t  ɑ  p  
ta-w 1.0	tt aa dd ou bb ll ee vv ei 
ta-w 1.0	tt aa dd ou bb ll vv ei 
ta-w 1.0	t  ɑ  d  u  b  l  ə  v  e  
ta-w 1.0	t  ɑ  d  u  b  l  v  e  
ta’y 1.0	tt aa 
ta’y 1.0	t  ɑ  
taza 1.0	tt aa zz aa 
taza 1.0	t  ɑ  z  ɑ  
tchou 1.0	tt ch ou 
tchou 1.0	t  ʃ  u  
tchouyé 1.0	tt ch ou yy ei 
tchouyé 1.0	t  ʃ  u  j  e  
té 1.0	tt ei 
té 1.0	t  e  
tè 1.0	tt ai 
tè 1.0	t  ɛ  
tékla 1.0	tt ei kk ll aa 
tékla 1.0	t  e  k  l  ɑ  
téknolojik 1.0	tt ei kk nn oo ll oo jj ii kk 
téknolojik 1.0	t  e  k  n  ɔ  l  ɔ  ʒ  i  k  
tèks 1.0	tt ai kk 
tèks 1.0	tt ai kk zz 
tèks 1.0	t  ɛ  k  
tèks 1.0	t  ɛ  k  z  
tèl 1.0	tt ai ll 
tèl 1.0	t  ɛ  l  
télé 1.0	tt ei ll ei 
télé 1.0	t  e  l  e  
tèlman 1.0	tt ai ll mm an 
tèlman 1.0	tt ai ll mm an nn 
tèlman 1.0	t  ɛ  l  m  ɑ̃  
tèlman 1.0	t  ɛ  l  m  ɑ̃  n  
tèm 1.0	tt ai mm 
tèm 1.0	t  ɛ  m  
temps 1.0	tt an pp 
temps 1.0	tt an pp zz 
temps 1.0	t  ɑ̃  p  
temps 1.0	t  ɑ̃  p  z  
témwen 1.0	tt ei mm ww ai nn 
témwen 1.0	t  e  m  w  ɛ  n  
ten 1.0	tt ai nn 
ten 1.0	t  ɛ  n  
tenne 1.0	tt ai nn 
tenne 1.0	t  ɛ  n  
tépou 1.0	tt ei pp ou 
tépou 1.0	t  e  p  u  
téré 1.0	tt ei rr ei 
téré 1.0	t  e  ʁ  e  
tèren 1.0	tt ai rr ai nn 
tèren 1.0	t  ɛ  ʁ  ɛ  n  
térèz 1.0	tt ei rr ai 
térèz 1.0	tt ei rr ai zz 
térèz 1.0	t  e  ʁ  ɛ  
térèz 1.0	t  e  ʁ  ɛ  z  
terre 1.0	tt ai rr 
terre 1.0	t  ɛ  ʁ  
territoriale 1.0	tt ai rr ii tt oo rr yy aa ll 
territoriale 1.0	t  ɛ  ʁ  i  t  ɔ  ʁ  j  ɑ  l  
tèt 1.0	tt ai 
tèt 1.0	tt ai tt 
tèt 1.0	t  ɛ  
tèt 1.0	t  ɛ  t  
tèt- 1.0	tt ai 
tèt- 1.0	t  ɛ  
tété 1.0	tt ei tt ei 
tété 1.0	t  e  t  e  
téyat 1.0	tt ei yy aa 
téyat 1.0	tt ei yy aa tt 
téyat 1.0	t  e  j  ɑ  
téyat 1.0	t  e  j  ɑ  t  
théâtre 1.0	tt ei aa tt rr 
théâtre 1.0	tt ei aa tt rr ee 
théâtre 1.0	t  e  ɑ  t  ʁ  
théâtre 1.0	t  e  ɑ  t  ʁ  ə  
ti 1.0	tt ii 
ti 1.0	t  i  
tibo 1.0	tt ii bb au 
tibo 1.0	t  i  b  o  
tibou 1.0	tt ii bb ou 
tibou 1.0	t  i  b  u  
tibwen 1.0	tt ii bb ww ai nn 
tibwen 1.0	t  i  b  w  ɛ  n  
tifi 1.0	tt ii ff ii 
tifi 1.0	t  i  f  i  
tikrikèt 1.0	tt ii kk rr ii kk ai 
tikrikèt 1.0	tt ii kk rr ii kk ai tt 
tikrikèt 1.0	t  i  k  ʁ  i  k  ɛ  
tikrikèt 1.0	t  i  k  ʁ  i  k  ɛ  t  
tikrikett 1.0	tt ii kk rr ii kk ai tt 
tikrikett 1.0	t  i  k  ʁ  i  k  ɛ  t  
tima 1.0	tt ii mm aa 
tima 1.0	t  i  m  ɑ  
timafi 1.0	tt ii mm aa ff ii 
timafi 1.0	t  i  m  ɑ  f  i  
ti-manman 1.0	tt ii mm an mm an 
ti-manman 1.0	tt ii mm an mm an nn 
ti-manman 1.0	t  i  m  ɑ̃  m  ɑ̃  
ti-manman 1.0	t  i  m  ɑ̃  m  ɑ̃  n  
timoun 1.0	tt ii mm ou nn 
timoun 1.0	t  i  m  u  n  
timoun-la 1.0	tt ii mm ou nn ll aa 
timoun-la 1.0	t  i  m  u  n  l  ɑ  
tini 1.0	tt ii nn ii 
tini 1.0	t  i  n  i  
tinyé 1.0	tt ii nn yy ei 
tinyé 1.0	t  i  ɲ  e  
tipawol 1.0	tt ii pp aa ww oo ll 
tipawol 1.0	t  i  p  ɑ  w  ɔ  l  
tipla 1.0	tt ii pp ll aa 
tipla 1.0	t  i  p  l  ɑ  
tipyébwa 1.0	tt ii pp yy ei bb ww aa 
tipyébwa 1.0	t  i  p  j  e  b  w  ɑ  
tit 1.0	tt ii 
tit 1.0	tt ii tt 
tit 1.0	t  i  
tit 1.0	t  i  t  
tit-lasa 1.0	tt ii ll aa zz aa 
tit-lasa 1.0	t  i  l  ɑ  z  ɑ  
tizonné-yo 1.0	tt ii zz oo nn ei yy au 
tizonné-yo 1.0	t  i  z  ɔ  n  e  j  o  
toch 1.0	tt oo ch 
toch 1.0	t  ɔ  ʃ  
tombé 1.0	tt on bb ei 
tombé 1.0	t  ɔ̃  b  e  
tonik 1.0	tt oo nn ii kk 
tonik 1.0	t  ɔ  n  i  k  
tou 1.0	tt ou 
tou 1.0	t  u  
touché 1.0	tt ou ch ei 
touché 1.0	t  u  ʃ  e  
touf 1.0	tt ou ff 
touf 1.0	t  u  f  
toujis 1.0	tt ou jj ii 
toujis 1.0	tt ou jj ii zz 
toujis 1.0	t  u  ʒ  i  
toujis 1.0	t  u  ʒ  i  z  
toujou 1.0	tt ou jj ou 
toujou 1.0	t  u  ʒ  u  
toujours 1.0	tt ou jj ou rr 
toujours 1.0	tt ou jj ou rr zz 
toujours 1.0	t  u  ʒ  u  ʁ  
toujours 1.0	t  u  ʒ  u  ʁ  z  
tou-lasa 1.0	tt ou ll aa zz aa 
tou-lasa 1.0	t  u  l  ɑ  z  ɑ  
toulédé 1.0	tt ou ll ei dd ei 
toulédé 1.0	t  u  l  e  d  e  
touléjou 1.0	tt ou ll ei jj ou 
touléjou 1.0	t  u  l  e  ʒ  u  
toulongalé 1.0	tt ou ll on gg aa ll ei 
toulongalé 1.0	t  u  l  ɔ̃  g  ɑ  l  e  
touloulou 1.0	tt ou ll ou ll ou 
touloulou 1.0	t  u  l  u  l  u  
toumblak 1.0	tt ou mm bb ll aa kk 
toumblak 1.0	t  u  m  b  l  ɑ  k  
touné 1.0	tt ou nn ei 
touné 1.0	t  u  n  e  
toupannan 1.0	tt ou pp aa nn an 
toupannan 1.0	tt ou pp aa nn an nn 
toupannan 1.0	t  u  p  ɑ  n  ɑ̃  
toupannan 1.0	t  u  p  ɑ  n  ɑ̃  n  
toupatou 1.0	tt ou pp aa tt ou 
toupatou 1.0	t  u  p  ɑ  t  u  
toupiti 1.0	tt ou pp ii tt ii 
toupiti 1.0	t  u  p  i  t  i  
toupré 1.0	tt ou pp rr ei 
toupré 1.0	t  u  p  ʁ  e  
tourist 1.0	tt ou rr ii ss tt 
tourist 1.0	t  u  ʁ  i  s  t  
tous 1.0	tt ou 
tous 1.0	tt ou ss 
tous 1.0	t  u  
tous 1.0	t  u  s  
tousa 1.0	tt ou zz aa 
tousa 1.0	t  u  z  ɑ  
tousèl 1.0	tt ou zz ai ll 
tousèl 1.0	t  u  z  ɛ  l  
tout 1.0	tt ou 
tout 1.0	tt ou tt 
tout 1.0	t  u  
tout 1.0	t  u  t  
toutalè 1.0	tt ou tt aa ll ai 
toutalè 1.0	t  u  t  ɑ  l  ɛ  
toute 1.0	tt ou tt 
toute 1.0	t  u  t  
toutes 1.0	tt ou tt 
toutes 1.0	tt ou tt zz 
toutes 1.0	t  u  t  
toutes 1.0	t  u  t  z  
toutmoun 1.0	tt ou tt mm ou nn 
toutmoun 1.0	t  u  t  m  u  n  
toutt 1.0	tt ou tt 
toutt 1.0	t  u  t  
toutwèl 1.0	tt ou tt ww ai ll 
toutwèl 1.0	t  u  t  w  ɛ  l  
touvé 1.0	tt ou vv ei 
touvé 1.0	t  u  v  e  
touvé'y 1.0	tt ou vv ei ii 
touvé'y 1.0	t  u  v  e  i  
traces 1.0	tt rr aa ss 
traces 1.0	t  ʁ  ɑ  s  
tradisyon 1.0	tt rr aa dd ii zz yy on 
tradisyon 1.0	tt rr aa dd ii zz yy on nn 
tradisyon 1.0	t  ʁ  ɑ  d  i  z  j  ɔ̃  
tradisyon 1.0	t  ʁ  ɑ  d  i  z  j  ɔ̃  n  
tralala 1.0	tt rr aa ll aa ll aa 
tralala 1.0	t  ʁ  ɑ  l  ɑ  l  ɑ  
tranblanntè 1.0	tt rr an bb ll an nn tt ai 
tranblanntè 1.0	t  ʁ  ɑ̃  b  l  ɑ̃  n  t  ɛ  
trankil 1.0	tt rr an kk ii ll 
trankil 1.0	t  ʁ  ɑ̃  k  i  l  
trankilité 1.0	tt rr an kk ii ll ii tt ei 
trankilité 1.0	t  ʁ  ɑ̃  k  i  l  i  t  e  
trans 1.0	tt rr an 
trans 1.0	tt rr an zz 
trans 1.0	t  ʁ  ɑ̃  
trans 1.0	t  ʁ  ɑ̃  z  
transfomasyon 1.0	tt rr an ss ff oo mm aa zz yy on 
transfomasyon 1.0	tt rr an ss ff oo mm aa zz yy on nn 
transfomasyon 1.0	t  ʁ  ɑ̃  s  f  ɔ  m  ɑ  z  j  ɔ̃  
transfomasyon 1.0	t  ʁ  ɑ̃  s  f  ɔ  m  ɑ  z  j  ɔ̃  n  
transfomé 1.0	tt rr an ss ff oo mm ei 
transfomé 1.0	t  ʁ  ɑ̃  s  f  ɔ  m  e  
transmèt 1.0	tt rr an ss mm ai 
transmèt 1.0	tt rr an ss mm ai tt 
transmèt 1.0	t  ʁ  ɑ̃  s  m  ɛ  
transmèt 1.0	t  ʁ  ɑ̃  s  m  ɛ  t  
trant 1.0	tt rr an 
trant 1.0	tt rr an tt 
trant 1.0	t  ʁ  ɑ̃  
trant 1.0	t  ʁ  ɑ̃  t  
trapé 1.0	tt rr aa pp ei 
trapé 1.0	t  ʁ  ɑ  p  e  
travail 1.0	tt rr aa vv aa yy 
travail 1.0	t  ʁ  ɑ  v  ɑ  j  
travay 1.0	tt rr aa vv aa ii 
travay 1.0	t  ʁ  ɑ  v  ɑ  i  
travayè 1.0	tt rr aa vv ai yy ai 
travayè 1.0	t  ʁ  ɑ  v  ɛ  j  ɛ  
travèsé 1.0	tt rr aa vv ai zz ei 
travèsé 1.0	t  ʁ  ɑ  v  ɛ  z  e  
travo 1.0	tt rr aa vv au 
travo 1.0	t  ʁ  ɑ  v  o  
trè 1.0	tt rr ai 
trè 1.0	t  ʁ  ɛ  
tren 1.0	tt rr ai nn 
tren 1.0	t  ʁ  ɛ  n  
tréné 1.0	tt rr ei nn ei 
tréné 1.0	t  ʁ  e  n  e  
trenné 1.0	tt rr ai nn ei 
trenné 1.0	t  ʁ  ɛ  n  e  
trent 1.0	tt rr an 
trent 1.0	tt rr an tt 
trent 1.0	t  ʁ  ɑ̃  
trent 1.0	t  ʁ  ɑ̃  t  
trente 1.0	tt rr an tt 
trente 1.0	t  ʁ  ɑ̃  t  
très 1.0	tt rr ai 
très 1.0	tt rr ai zz 
très 1.0	t  ʁ  ɛ  
très 1.0	t  ʁ  ɛ  z  
trèzan 1.0	tt rr ai zz an 
trèzan 1.0	tt rr ai zz an nn 
trèzan 1.0	t  ʁ  ɛ  z  ɑ̃  
trèzan 1.0	t  ʁ  ɛ  z  ɑ̃  n  
